id,show_id,date_added,release_year
3870,s3870,"May 2, 2019",2013
3871,s3871,"May 1, 2019",2008
3872,s3872,"May 1, 2019",2018
3873,s3873,"May 1, 2019",2019
3874,s3874,"May 1, 2019",2018
3875,s3875,"May 1, 2019",2019
3876,s3876,"April 30, 2019",2019
3877,s3877,"April 30, 2019",2014
3878,s3878,"April 30, 2019",2019
3879,s3879,"April 30, 2019",2018
3880,s3880,"April 30, 2019",2018
3881,s3881,"April 30, 2019",2013
3882,s3882,"April 30, 2019",2009
3883,s3883,"April 30, 2019",2012
3884,s3884,"April 30, 2019",2004
3885,s3885,"April 29, 2019",2018
3886,s3886,"April 29, 2019",2018
3887,s3887,"April 28, 2019",2018
3888,s3888,"April 26, 2019",2019
3889,s3889,"April 26, 2019",2019
3890,s3890,"April 26, 2019",2019
3891,s3891,"April 26, 2019",2018
3892,s3892,"April 26, 2019",2019
3893,s3893,"April 26, 2019",2019
3894,s3894,"April 25, 2019",2015
3895,s3895,"April 20, 2019",2018
3896,s3896,"April 20, 2019",2019
3897,s3897,"April 19, 2019",2019
3898,s3898,"April 19, 2019",2005
3899,s3899,"April 19, 2019",2019
3900,s3900,"April 19, 2019",2019
3901,s3901,"April 19, 2019",2017
3902,s3902,"April 19, 2019",2019
3903,s3903,"April 19, 2019",2019
3904,s3904,"April 19, 2019",2019
3905,s3905,"April 19, 2019",2019
3906,s3906,"April 17, 2019",2014
3907,s3907,"April 17, 2019",2019
3908,s3908,"April 17, 2019",2019
3909,s3909,"April 16, 2019",2013
3910,s3910,"April 16, 2019",2019
3911,s3911,"April 15, 2019",2001
3912,s3912,"April 15, 2019",2005
3913,s3913,"April 15, 2019",2018
3914,s3914,"April 15, 2019",2003
3915,s3915,"April 15, 2019",2003
3916,s3916,"April 15, 2019",2003
3917,s3917,"April 15, 2019",2018
3918,s3918,"April 15, 2019",2005
3919,s3919,"April 15, 2019",2016
3920,s3920,"April 14, 2019",2018
3921,s3921,"April 13, 2019",2019
3922,s3922,"April 13, 2019",2019
3923,s3923,"April 12, 2019",2014
3924,s3924,"April 12, 2019",2013
3925,s3925,"April 12, 2019",2019
3926,s3926,"April 12, 2019",2019
3927,s3927,"April 12, 2019",2019
3928,s3928,"April 11, 2019",2018
3929,s3929,"April 11, 2019",2019
3930,s3930,"April 10, 2019",2019
3931,s3931,"April 10, 2019",2019
3932,s3932,"April 10, 2019",2019
3933,s3933,"April 8, 2019",2018
3934,s3934,"April 7, 2019",2019
3935,s3935,"April 7, 2019",2017
3936,s3936,"April 5, 2019",2019
3937,s3937,"April 5, 2019",2015
3938,s3938,"April 5, 2019",2017
3939,s3939,"April 5, 2019",2019
3940,s3940,"April 5, 2019",2019
3941,s3941,"April 5, 2019",2019
3942,s3942,"April 5, 2019",2017
3943,s3943,"April 5, 2019",2019
3944,s3944,"April 5, 2019",2019
3945,s3945,"April 5, 2019",2019
3946,s3946,"April 5, 2019",2019
3947,s3947,"April 4, 2019",2019
3948,s3948,"April 3, 2019",2019
3949,s3949,"April 3, 2019",2018
3950,s3950,"April 3, 2019",2018
3951,s3951,"April 2, 2019",2019
3952,s3952,"April 2, 2019",2015
3953,s3953,"April 2, 2019",2019
3954,s3954,"April 1, 2019",2018
3955,s3955,"April 1, 2019",2016
3956,s3956,"April 1, 2019",2018
3957,s3957,"April 1, 2019",2013
3958,s3958,"April 1, 2019",2017
3959,s3959,"April 1, 2019",2019
3960,s3960,"March 31, 2019",2019
3961,s3961,"March 31, 2019",2018
3962,s3962,"March 30, 2019",2017
3963,s3963,"March 29, 2019",2019
3964,s3964,"March 29, 2019",2019
3965,s3965,"March 29, 2019",2019
3966,s3966,"March 29, 2019",2019
3967,s3967,"March 29, 2019",2019
3968,s3968,"March 29, 2019",2019
3969,s3969,"March 29, 2019",2018
3970,s3970,"March 29, 2019",2019
3971,s3971,"March 29, 2019",2018
3972,s3972,"March 28, 2019",2018
3973,s3973,"March 27, 2019",2017
3974,s3974,"March 27, 2019",2008
3975,s3975,"March 26, 2019",2019
3976,s3976,"March 25, 2019",2018
3977,s3977,"March 25, 2019",2018
3978,s3978,"March 24, 2019",2018
3979,s3979,"March 23, 2019",2017
3980,s3980,"March 22, 2019",2019
3981,s3981,"March 22, 2019",2019
3982,s3982,"March 22, 2019",2019
3983,s3983,"March 22, 2019",2018
3984,s3984,"March 22, 2019",2019
3985,s3985,"March 22, 2019",2018
3986,s3986,"March 22, 2019",2019
3987,s3987,"March 22, 2019",2019
3988,s3988,"March 21, 2019",2019
3989,s3989,"March 21, 2019",2007
3990,s3990,"March 21, 2019",2019
3991,s3991,"March 21, 2019",2014
3992,s3992,"March 21, 2019",2016
3993,s3993,"March 21, 2019",2016
3994,s3994,"March 21, 2019",2016
3995,s3995,"March 21, 2019",2016
3996,s3996,"March 20, 2019",2019
3997,s3997,"March 20, 2019",2018
3998,s3998,"March 20, 2019",2018
3999,s3999,"March 20, 2019",2019
4000,s4000,"March 19, 2019",2019
4001,s4001,"March 17, 2019",2014
4002,s4002,"March 17, 2019",2019
4003,s4003,"March 15, 2019",2018
4004,s4004,"March 15, 2019",2017
4005,s4005,"March 15, 2019",2019
4006,s4006,"March 15, 2019",2018
4007,s4007,"March 15, 2019",2018
4008,s4008,"March 15, 2019",2006
4009,s4009,"March 15, 2019",2011
4010,s4010,"March 15, 2019",2012
4011,s4011,"March 15, 2019",2008
4012,s4012,"March 15, 2019",2018
4013,s4013,"March 15, 2019",2018
4014,s4014,"March 15, 2019",2018
4015,s4015,"March 15, 2019",2018
4016,s4016,"March 15, 2019",2019
4017,s4017,"March 15, 2019",2019
4018,s4018,"March 14, 2019",2007
4019,s4019,"March 14, 2019",2016
4020,s4020,"March 14, 2019",2016
4021,s4021,"March 14, 2019",2017
4022,s4022,"March 14, 2019",2017
4023,s4023,"March 13, 2019",2018
4024,s4024,"March 13, 2019",2018
4025,s4025,"March 13, 2019",2019
4026,s4026,"March 12, 2019",2019
4027,s4027,"March 11, 2019",2018
4028,s4028,"March 11, 2019",2017
4029,s4029,"March 10, 2019",2018
4030,s4030,"March 8, 2019",2018
4031,s4031,"March 8, 2019",2018
4032,s4032,"March 8, 2019",2018
4033,s4033,"March 8, 2019",2018
4034,s4034,"March 8, 2019",2019
4035,s4035,"March 8, 2019",2019
4036,s4036,"March 8, 2019",2018
4037,s4037,"March 8, 2019",2019
4038,s4038,"March 7, 2019",2018
4039,s4039,"March 7, 2019",2012
4040,s4040,"March 7, 2019",2014
4041,s4041,"March 7, 2019",2015
4042,s4042,"March 7, 2019",2015
4043,s4043,"March 6, 2019",2016
4044,s4044,"March 6, 2019",2016
4045,s4045,"March 5, 2019",2017
4046,s4046,"March 5, 2019",2019
4047,s4047,"March 4, 2019",2015
4048,s4048,"March 4, 2019",2011
4049,s4049,"March 2, 2019",2018
4050,s4050,"March 2, 2019",2018
4051,s4051,"March 2, 2019",2018
4052,s4052,"March 1, 2019",2018
4053,s4053,"March 1, 2019",2018
4054,s4054,"March 1, 2019",2018
4055,s4055,"March 1, 2019",2019
4056,s4056,"March 1, 2019",2019
4057,s4057,"March 1, 2019",2019
4058,s4058,"March 1, 2019",2019
4059,s4059,"March 1, 2019",2014
4060,s4060,"March 1, 2019",2018
4061,s4061,"March 1, 2019",2012
4062,s4062,"March 1, 2019",2018
4063,s4063,"March 1, 2019",2019
4064,s4064,"March 1, 2019",2018
4065,s4065,"March 1, 2019",2018
4066,s4066,"March 1, 2019",2008
4067,s4067,"March 1, 2019",2018
4068,s4068,"February 28, 2019",2018
4069,s4069,"February 27, 2019",2015
4070,s4070,"February 27, 2019",2015
4071,s4071,"February 27, 2019",2014
4072,s4072,"February 27, 2019",2017
4073,s4073,"February 27, 2019",2018
4074,s4074,"February 27, 2019",2013
4075,s4075,"February 27, 2019",2013
4076,s4076,"February 27, 2019",2017
4077,s4077,"February 27, 2019",2014
4078,s4078,"February 27, 2019",2015
4079,s4079,"February 27, 2019",2012
4080,s4080,"February 27, 2019",2018
4081,s4081,"February 26, 2019",2006
4082,s4082,"February 25, 2019",2018
4083,s4083,"February 23, 2019",2018
4084,s4084,"February 22, 2019",2016
4085,s4085,"February 22, 2019",2019
4086,s4086,"February 22, 2019",2019
4087,s4087,"February 22, 2019",2019
4088,s4088,"February 22, 2019",2019
4089,s4089,"February 22, 2019",2018
4090,s4090,"February 22, 2019",2018
4091,s4091,"February 22, 2019",2018
4092,s4092,"February 21, 2019",2018
4093,s4093,"February 20, 2019",2001
4094,s4094,"February 20, 2019",2017
4095,s4095,"February 17, 2019",2018
4096,s4096,"February 16, 2019",2015
4097,s4097,"February 16, 2019",2018
4098,s4098,"February 15, 2019",2018
4099,s4099,"February 15, 2019",2017
4100,s4100,"February 15, 2019",2018
4101,s4101,"February 15, 2019",2012
4102,s4102,"February 15, 2019",2017
4103,s4103,"February 15, 2019",2004
4104,s4104,"February 15, 2019",2012
4105,s4105,"February 15, 2019",2015
4106,s4106,"February 15, 2019",2019
4107,s4107,"February 15, 2019",2018
4108,s4108,"February 15, 2019",2006
4109,s4109,"February 15, 2019",2002
4110,s4110,"February 15, 2019",2019
4111,s4111,"February 15, 2019",2018
4112,s4112,"February 15, 2019",2017
4113,s4113,"February 15, 2019",2008
4114,s4114,"February 15, 2019",2018
4115,s4115,"February 14, 2019",2018
4116,s4116,"February 14, 2019",2019
4117,s4117,"February 14, 2019",2018
4118,s4118,"February 12, 2019",2018
4119,s4119,"February 9, 2019",2018
4120,s4120,"February 9, 2019",2018
4121,s4121,"February 8, 2019",2019
4122,s4122,"February 8, 2019",2019
4123,s4123,"February 8, 2019",2019
4124,s4124,"February 8, 2019",2019
4125,s4125,"February 8, 2019",2018
4126,s4126,"February 7, 2019",2017
4127,s4127,"February 5, 2019",2018
4128,s4128,"February 5, 2019",2018
4129,s4129,"February 5, 2019",2019
4130,s4130,"February 5, 2019",2018
4131,s4131,"February 5, 2019",2018
4132,s4132,"February 5, 2019",2018
4133,s4133,"February 3, 2019",2019
4134,s4134,"February 2, 2019",2018
4135,s4135,"February 2, 2019",2017
4136,s4136,"February 1, 2019",2016
4137,s4137,"February 1, 2019",2018
4138,s4138,"February 1, 2019",2019
4139,s4139,"February 1, 2019",2014
4140,s4140,"February 1, 2019",2018
4141,s4141,"February 1, 2019",2017
4142,s4142,"February 1, 2019",2018
4143,s4143,"February 1, 2019",2019
4144,s4144,"February 1, 2019",2018
4145,s4145,"February 1, 2019",2018
4146,s4146,"February 1, 2019",2019
4147,s4147,"February 1, 2019",2019
4148,s4148,"January 31, 2019",2018
4149,s4149,"January 31, 2019",2017
4150,s4150,"January 31, 2019",2018
4151,s4151,"January 30, 2019",2010
4152,s4152,"January 30, 2019",2010
4153,s4153,"January 29, 2019",2017
4154,s4154,"January 29, 2019",2019
4155,s4155,"January 29, 2019",2018
4156,s4156,"January 29, 2019",2018
4157,s4157,"January 28, 2019",2018
4158,s4158,"January 28, 2019",2012
4159,s4159,"January 28, 2019",2018
4160,s4160,"January 28, 2019",2016
4161,s4161,"January 28, 2019",2015
4162,s4162,"January 28, 2019",2017
4163,s4163,"January 27, 2019",2018
4164,s4164,"January 27, 2019",2018
4165,s4165,"January 26, 2019",2018
4166,s4166,"January 25, 2019",2018
4167,s4167,"January 25, 2019",2018
4168,s4168,"January 25, 2019",2019
4169,s4169,"January 25, 2019",2019
4170,s4170,"January 25, 2019",2018
4171,s4171,"January 25, 2019",2019
4172,s4172,"January 25, 2019",2017
4173,s4173,"January 24, 2019",2019
4174,s4174,"January 24, 2019",2018
4175,s4175,"January 23, 2019",2017
4176,s4176,"January 18, 2019",2019
4177,s4177,"January 18, 2019",2019
4178,s4178,"January 18, 2019",2019
4179,s4179,"January 18, 2019",2019
4180,s4180,"January 18, 2019",2017
4181,s4181,"January 18, 2019",2018
4182,s4182,"January 18, 2019",2019
4183,s4183,"January 18, 2019",2018
4184,s4184,"January 18, 2019",2019
4185,s4185,"January 18, 2019",2019
4186,s4186,"January 15, 2019",2017
4187,s4187,"January 15, 2019",2016
4188,s4188,"January 15, 2019",2018
4189,s4189,"January 15, 2019",2018
4190,s4190,"January 15, 2019",2002
4191,s4191,"January 15, 2019",2017
4192,s4192,"January 15, 2019",2018
4193,s4193,"January 15, 2019",2018
4194,s4194,"January 15, 2019",2019
4195,s4195,"January 15, 2019",2016
4196,s4196,"January 15, 2019",2017
4197,s4197,"January 14, 2019",2016
4198,s4198,"January 13, 2019",2018
4199,s4199,"January 11, 2019",2017
4200,s4200,"January 11, 2019",2018
4201,s4201,"January 11, 2019",2019
4202,s4202,"January 11, 2019",2018
4203,s4203,"January 11, 2019",2019
4204,s4204,"January 11, 2019",2019
4205,s4205,"January 11, 2019",2018
4206,s4206,"January 11, 2019",2019
4207,s4207,"January 10, 2019",2017
4208,s4208,"January 10, 2019",2018
4209,s4209,"January 9, 2019",2018
4210,s4210,"January 9, 2019",2018
4211,s4211,"January 7, 2019",2018
4212,s4212,"January 5, 2019",1999
4213,s4213,"January 4, 2019",2018
4214,s4214,"January 4, 2019",2018
4215,s4215,"January 4, 2019",2018
4216,s4216,"January 4, 2019",2017
4217,s4217,"January 2, 2019",2013
4218,s4218,"January 2, 2019",1975
4219,s4219,"January 1, 2019",2019
4220,s4220,"January 1, 2019",2015
4221,s4221,"January 1, 2019",2019
4222,s4222,"January 1, 2019",2018
4223,s4223,"January 1, 2019",2012
4224,s4224,"January 1, 2019",2017
4225,s4225,"January 1, 2019",2017
4226,s4226,"January 1, 2019",2017
4227,s4227,"January 1, 2019",2018
4228,s4228,"January 1, 2019",2019
4229,s4229,"January 1, 2019",2010
4230,s4230,"December 31, 2018",1991
4231,s4231,"December 31, 2018",2015
4232,s4232,"December 31, 2018",1992
4233,s4233,"December 31, 2018",1993
4234,s4234,"December 31, 2018",1989
4235,s4235,"December 31, 2018",2013
4236,s4236,"December 31, 2018",2008
4237,s4237,"December 31, 2018",2016
4238,s4238,"December 31, 2018",1987
4239,s4239,"December 31, 2018",1991
4240,s4240,"December 31, 2018",1991
4241,s4241,"December 31, 2018",2016
4242,s4242,"December 31, 2018",2018
4243,s4243,"December 31, 2018",2018
4244,s4244,"December 31, 2018",2018
4245,s4245,"December 31, 2018",1990
4246,s4246,"December 31, 2018",1991
4247,s4247,"December 31, 2018",2011
4248,s4248,"December 31, 2018",2008
4249,s4249,"December 31, 2018",2012
4250,s4250,"December 31, 2018",2011
4251,s4251,"December 30, 2018",1925
4252,s4252,"December 29, 2018",2018
4253,s4253,"December 28, 2018",2018
4254,s4254,"December 28, 2018",2018
4255,s4255,"December 28, 2018",2015
4256,s4256,"December 28, 2018",2012
4257,s4257,"December 28, 2018",2018
4258,s4258,"December 28, 2018",2018
4259,s4259,"December 28, 2018",2018
4260,s4260,"December 28, 2018",2018
4261,s4261,"December 24, 2018",2018
4262,s4262,"December 24, 2018",2011
4263,s4263,"December 23, 2018",2018
4264,s4264,"December 22, 2018",2018
4265,s4265,"December 22, 2018",2018
4266,s4266,"December 22, 2018",2018
4267,s4267,"December 21, 2018",2018
4268,s4268,"December 21, 2018",2018
4269,s4269,"December 21, 2018",2018
4270,s4270,"December 21, 2018",2017
4271,s4271,"December 21, 2018",2018
4272,s4272,"December 21, 2018",2017
4273,s4273,"December 21, 2018",2016
4274,s4274,"December 21, 2018",2018
4275,s4275,"December 21, 2018",2018
4276,s4276,"December 21, 2018",2018
4277,s4277,"December 21, 2018",2018
4278,s4278,"December 20, 2018",2011
4279,s4279,"December 20, 2018",2018
4280,s4280,"December 20, 2018",2015
4281,s4281,"December 20, 2018",2012
4282,s4282,"December 20, 2018",2015
4283,s4283,"December 20, 2018",2014
4284,s4284,"December 19, 2018",2018
4285,s4285,"December 18, 2018",2018
4286,s4286,"December 17, 2018",2018
4287,s4287,"December 17, 2018",2018
4288,s4288,"December 16, 2018",2018
4289,s4289,"December 16, 2018",2018
4290,s4290,"December 16, 2018",2014
4291,s4291,"December 16, 2018",2011
4292,s4292,"December 16, 2018",2014
4293,s4293,"December 16, 2018",2014
4294,s4294,"December 16, 2018",2018
4295,s4295,"December 16, 2018",2014
4296,s4296,"December 15, 2018",2018
4297,s4297,"December 15, 2018",2018
4298,s4298,"December 15, 2018",2017
4299,s4299,"December 15, 2018",2018
4300,s4300,"December 15, 2018",2018
4301,s4301,"December 15, 2018",2018
4302,s4302,"December 15, 2018",2018
4303,s4303,"December 15, 2018",2017
4304,s4304,"December 15, 2018",2018
4305,s4305,"December 14, 2018",2018
4306,s4306,"December 14, 2018",2018
4307,s4307,"December 14, 2018",2018
4308,s4308,"December 14, 2018",2018
4309,s4309,"December 14, 2018",2018
4310,s4310,"December 14, 2018",2018
4311,s4311,"December 14, 2018",2018
4312,s4312,"December 14, 2018",2018
4313,s4313,"December 12, 2018",2018
4314,s4314,"December 12, 2018",2018
4315,s4315,"December 11, 2018",2018
4316,s4316,"December 7, 2018",2018
4317,s4317,"December 7, 2018",2018
4318,s4318,"December 7, 2018",2018
4319,s4319,"December 7, 2018",2018
4320,s4320,"December 7, 2018",2018
4321,s4321,"December 7, 2018",2018
4322,s4322,"December 7, 2018",2018
4323,s4323,"December 7, 2018",2018
4324,s4324,"December 7, 2018",2018
4325,s4325,"December 7, 2018",2018
4326,s4326,"December 4, 2018",2018
4327,s4327,"December 3, 2018",2018
4328,s4328,"December 2, 2018",2018
4329,s4329,"December 2, 2018",2018
4330,s4330,"December 1, 2018",2011
4331,s4331,"December 1, 2018",2009
4332,s4332,"December 1, 2018",2018
4333,s4333,"December 1, 2018",2018
4334,s4334,"December 1, 2018",2013
4335,s4335,"December 1, 2018",2014
4336,s4336,"December 1, 2018",2014
4337,s4337,"December 1, 2018",2018
4338,s4338,"December 1, 2018",2011
4339,s4339,"December 1, 2018",2014
4340,s4340,"December 1, 2018",2015
4341,s4341,"December 1, 2018",2017
4342,s4342,"December 1, 2018",2015
4343,s4343,"December 1, 2018",2016
4344,s4344,"December 1, 2018",2009
4345,s4345,"December 1, 2018",2018
4346,s4346,"December 1, 2018",2010
4347,s4347,"December 1, 2018",2017
4348,s4348,"December 1, 2018",2017
4349,s4349,"December 1, 2018",2013
4350,s4350,"December 1, 2018",2008
4351,s4351,"November 30, 2018",2018
4352,s4352,"November 30, 2018",2018
4353,s4353,"November 30, 2018",2018
4354,s4354,"November 30, 2018",2018
4355,s4355,"November 30, 2018",2018
4356,s4356,"November 30, 2018",2018
4357,s4357,"November 30, 2018",2018
4358,s4358,"November 30, 2018",2018
4359,s4359,"November 30, 2018",2018
4360,s4360,"November 30, 2018",2018
4361,s4361,"November 30, 2018",2018
4362,s4362,"November 30, 2018",2018
4363,s4363,"November 27, 2018",2018
4364,s4364,"November 27, 2018",2015
4365,s4365,"November 25, 2018",2018
4366,s4366,"November 23, 2018",2018
4367,s4367,"November 23, 2018",2018
4368,s4368,"November 23, 2018",2018
4369,s4369,"November 22, 2018",2018
4370,s4370,"November 22, 2018",2018
4371,s4371,"November 21, 2018",2018
4372,s4372,"November 20, 2018",2018
4373,s4373,"November 20, 2018",2017
4374,s4374,"November 20, 2018",2018
4375,s4375,"November 20, 2018",2018
4376,s4376,"November 20, 2018",2018
4377,s4377,"November 20, 2018",2018
4378,s4378,"November 20, 2018",2018
4379,s4379,"November 18, 2018",2007
4380,s4380,"November 17, 2018",2017
4381,s4381,"November 17, 2018",2016
4382,s4382,"November 17, 2018",2016
4383,s4383,"November 16, 2018",2018
4384,s4384,"November 16, 2018",2018
4385,s4385,"November 16, 2018",2018
4386,s4386,"November 16, 2018",2018
4387,s4387,"November 16, 2018",2018
4388,s4388,"November 16, 2018",2018
4389,s4389,"November 15, 2018",2018
4390,s4390,"November 15, 2018",2017
4391,s4391,"November 15, 2018",2017
4392,s4392,"November 15, 2018",2018
4393,s4393,"November 15, 2018",2018
4394,s4394,"November 15, 2018",2015
4395,s4395,"November 15, 2018",2018
4396,s4396,"November 15, 2018",2018
4397,s4397,"November 15, 2018",2017
4398,s4398,"November 13, 2018",2018
4399,s4399,"November 13, 2018",2018
4400,s4400,"November 13, 2018",2018
4401,s4401,"November 10, 2018",2017
4402,s4402,"November 9, 2018",2009
4403,s4403,"November 9, 2018",2017
4404,s4404,"November 9, 2018",2018
4405,s4405,"November 9, 2018",2018
4406,s4406,"November 9, 2018",2018
4407,s4407,"November 9, 2018",2018
4408,s4408,"November 9, 2018",2018
4409,s4409,"November 9, 2018",2018
4410,s4410,"November 8, 2018",2017
4411,s4411,"November 7, 2018",2017
4412,s4412,"November 5, 2018",2018
4413,s4413,"November 5, 2018",2018
4414,s4414,"November 3, 2018",2003
4415,s4415,"November 2, 2018",2018
4416,s4416,"November 2, 2018",2018
4417,s4417,"November 2, 2018",2018
4418,s4418,"November 2, 2018",2018
4419,s4419,"November 2, 2018",2018
4420,s4420,"November 2, 2018",2018
4421,s4421,"November 1, 2018",2009
4422,s4422,"November 1, 2018",2008
4423,s4423,"November 1, 2018",2015
4424,s4424,"November 1, 2018",2013
4425,s4425,"November 1, 2018",2011
4426,s4426,"November 1, 2018",2018
4427,s4427,"November 1, 2018",2012
4428,s4428,"November 1, 2018",2010
4429,s4429,"November 1, 2018",2018
4430,s4430,"November 1, 2018",2006
4431,s4431,"November 1, 2018",2015
4432,s4432,"November 1, 2018",2007
4433,s4433,"November 1, 2018",2009
4434,s4434,"November 1, 2018",2010
4435,s4435,"November 1, 2018",2018
4436,s4436,"November 1, 2018",2017
4437,s4437,"November 1, 2018",2018
4438,s4438,"November 1, 2018",2015
4439,s4439,"November 1, 2018",2013
4440,s4440,"November 1, 2018",2012
4441,s4441,"November 1, 2018",2007
4442,s4442,"November 1, 2018",2012
4443,s4443,"November 1, 2018",2013
4444,s4444,"November 1, 2018",2012
4445,s4445,"November 1, 2018",2013
4446,s4446,"November 1, 2018",2013
4447,s4447,"November 1, 2018",2012
4448,s4448,"November 1, 2018",2006
4449,s4449,"November 1, 2018",2015
4450,s4450,"November 1, 2018",2007
4451,s4451,"November 1, 2018",2013
4452,s4452,"November 1, 2018",2008
4453,s4453,"November 1, 2018",2014
4454,s4454,"November 1, 2018",2011
4455,s4455,"November 1, 2018",2008
4456,s4456,"November 1, 2018",2010
4457,s4457,"November 1, 2018",2014
4458,s4458,"November 1, 2018",2013
4459,s4459,"November 1, 2018",2013
4460,s4460,"November 1, 2018",2014
4461,s4461,"November 1, 2018",2015
4462,s4462,"November 1, 2018",2012
4463,s4463,"November 1, 2018",2017
4464,s4464,"November 1, 2018",2016
4465,s4465,"November 1, 2018",2008
4466,s4466,"November 1, 2018",2014
4467,s4467,"November 1, 2018",2011
4468,s4468,"October 31, 2018",2018
4469,s4469,"October 31, 2018",2015
4470,s4470,"October 30, 2018",2018
4471,s4471,"October 27, 2018",2006
4472,s4472,"October 26, 2018",2018
4473,s4473,"October 26, 2018",2018
4474,s4474,"October 26, 2018",2018
4475,s4475,"October 26, 2018",2018
4476,s4476,"October 26, 2018",2018
4477,s4477,"October 26, 2018",2018
4478,s4478,"October 26, 2018",2018
4479,s4479,"October 25, 2018",2009
4480,s4480,"October 25, 2018",2017
4481,s4481,"October 25, 2018",2018
4482,s4482,"October 24, 2018",2015
4483,s4483,"October 23, 2018",2018
4484,s4484,"October 23, 2018",2018
4485,s4485,"October 23, 2018",2018
4486,s4486,"October 23, 2018",2017
4487,s4487,"October 20, 2018",2018
4488,s4488,"October 19, 2018",2018
4489,s4489,"October 19, 2018",2017
4490,s4490,"October 19, 2018",2018
4491,s4491,"October 19, 2018",2018
4492,s4492,"October 19, 2018",2018
4493,s4493,"October 19, 2018",2018
4494,s4494,"October 19, 2018",2018
4495,s4495,"October 19, 2018",2018
4496,s4496,"October 19, 2018",2018
4497,s4497,"October 19, 2018",2013
4498,s4498,"October 19, 2018",2018
4499,s4499,"October 19, 2018",2017
4500,s4500,"October 19, 2018",2016
4501,s4501,"October 19, 2018",2018
4502,s4502,"October 19, 2018",2018
4503,s4503,"October 18, 2018",2018
4504,s4504,"October 17, 2018",2012
4505,s4505,"October 16, 2018",2018
4506,s4506,"October 16, 2018",2018
4507,s4507,"October 15, 2018",2017
4508,s4508,"October 15, 2018",2018
4509,s4509,"October 15, 2018",2018
4510,s4510,"October 13, 2018",2018
4511,s4511,"October 12, 2018",2018
4512,s4512,"October 12, 2018",2018
4513,s4513,"October 12, 2018",2018
4514,s4514,"October 12, 2018",2018
4515,s4515,"October 12, 2018",2018
4516,s4516,"October 12, 2018",2018
4517,s4517,"October 12, 2018",2018
4518,s4518,"October 12, 2018",2018
4519,s4519,"October 12, 2018",2018
4520,s4520,"October 12, 2018",2018
4521,s4521,"October 11, 2018",2018
4522,s4522,"October 11, 2018",2018
4523,s4523,"October 10, 2018",2018
4524,s4524,"October 10, 2018",2018
4525,s4525,"October 10, 2018",2018
4526,s4526,"October 9, 2018",2018
4527,s4527,"October 8, 2018",2018
4528,s4528,"October 8, 2018",2017
4529,s4529,"October 6, 2018",2018
4530,s4530,"October 5, 2018",2018
4531,s4531,"October 5, 2018",2018
4532,s4532,"October 5, 2018",2018
4533,s4533,"October 5, 2018",2018
4534,s4534,"October 5, 2018",2018
4535,s4535,"October 5, 2018",2018
4536,s4536,"October 5, 2018",2018
4537,s4537,"October 4, 2018",2018
4538,s4538,"October 3, 2018",2017
4539,s4539,"October 3, 2018",2017
4540,s4540,"October 2, 2018",2017
4541,s4541,"October 2, 2018",2012
4542,s4542,"October 2, 2018",2018
4543,s4543,"October 2, 2018",2014
4544,s4544,"October 2, 2018",2008
4545,s4545,"October 2, 2018",2014
4546,s4546,"October 2, 2018",2000
4547,s4547,"October 2, 2018",1998
4548,s4548,"October 2, 2018",1982
4549,s4549,"October 2, 2018",2014
4550,s4550,"October 2, 2018",2009
4551,s4551,"October 2, 2018",1972
4552,s4552,"October 2, 2018",1974
4553,s4553,"October 2, 2018",1979
4554,s4554,"October 2, 2018",2005
4555,s4555,"October 2, 2018",1989
4556,s4556,"October 2, 2018",2013
4557,s4557,"October 1, 2018",2016
4558,s4558,"October 1, 2018",2017
4559,s4559,"October 1, 2018",2009
4560,s4560,"October 1, 2018",2014
4561,s4561,"October 1, 2018",2016
4562,s4562,"October 1, 2018",2009
4563,s4563,"October 1, 2018",2009
4564,s4564,"October 1, 2018",2014
4565,s4565,"October 1, 2018",2017
4566,s4566,"October 1, 2018",2012
4567,s4567,"October 1, 2018",2018
4568,s4568,"October 1, 2018",2013
4569,s4569,"October 1, 2018",2014
4570,s4570,"October 1, 2018",2009
4571,s4571,"October 1, 2018",2018
4572,s4572,"October 1, 2018",2017
4573,s4573,"October 1, 2018",2014
4574,s4574,"October 1, 2018",2008
4575,s4575,"October 1, 2018",2015
4576,s4576,"October 1, 2018",2009
4577,s4577,"October 1, 2018",2018
4578,s4578,"October 1, 2018",2014
4579,s4579,"October 1, 2018",2009
4580,s4580,"October 1, 2018",2008
4581,s4581,"October 1, 2018",2009
4582,s4582,"October 1, 2018",2016
4583,s4583,"October 1, 2018",2012
4584,s4584,"October 1, 2018",2005
4585,s4585,"October 1, 2018",2017
4586,s4586,"October 1, 2018",2016
4587,s4587,"October 1, 2018",2012
4588,s4588,"October 1, 2018",2011
4589,s4589,"October 1, 2018",2011
4590,s4590,"October 1, 2018",2018
4591,s4591,"October 1, 2018",2018
4592,s4592,"October 1, 2018",2009
4593,s4593,"October 1, 2018",2014
4594,s4594,"October 1, 2018",2013
4595,s4595,"October 1, 2018",2013
4596,s4596,"October 1, 2018",2016
4597,s4597,"October 1, 2018",2016
4598,s4598,"October 1, 2018",2015
4599,s4599,"October 1, 2018",2014
4600,s4600,"October 1, 2018",2013
4601,s4601,"October 1, 2018",2008
4602,s4602,"October 1, 2018",2013
4603,s4603,"October 1, 2018",2015
4604,s4604,"October 1, 2018",2017
4605,s4605,"October 1, 2018",2016
