Restaurant ID,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu
3406,Yes,Yes,No,No
309576,No,No,No,No
4741,Yes,No,No,No
310674,Yes,Yes,No,No
1901,No,No,No,No
813,No,No,No,No
304989,No,Yes,No,No
300642,No,No,No,No
307284,Yes,No,No,No
844,No,No,No,No
308337,Yes,Yes,No,No
307822,No,Yes,No,No
3425,Yes,No,No,No
6271,No,No,No,No
312710,No,No,No,No
18255125,No,No,No,No
18285728,No,No,No,No
305686,Yes,Yes,No,No
154,No,Yes,No,No
18361747,No,No,No,No
9618,Yes,No,No,No
307370,No,No,No,No
307802,No,No,No,No
307799,No,Yes,No,No
18486842,No,No,No,No
18419910,Yes,No,No,No
4296,No,Yes,No,No
2632,Yes,Yes,No,No
7227,Yes,No,No,No
18221038,Yes,No,No,No
313299,No,No,No,No
300656,Yes,No,No,No
313207,Yes,Yes,No,No
309788,No,No,No,No
18082237,No,No,No,No
311531,No,No,No,No
18273615,Yes,No,No,No
17953908,Yes,No,No,No
305722,No,No,No,No
18430600,No,Yes,No,No
18441800,Yes,Yes,No,No
18337965,No,No,No,No
300452,No,No,No,No
5590,No,No,No,No
18070502,No,No,No,No
312098,No,No,No,No
303635,No,No,No,No
302456,Yes,No,No,No
9549,No,No,No,No
306488,Yes,No,No,No
302142,Yes,Yes,No,No
18350118,No,No,No,No
7396,No,No,No,No
18435836,No,No,No,No
18277180,No,Yes,No,No
18366018,No,Yes,No,No
308555,No,No,No,No
306662,No,No,No,No
310253,No,Yes,No,No
5664,No,Yes,No,No
18460329,No,No,No,No
18360284,No,No,No,No
9552,No,No,No,No
308156,No,Yes,Yes,No
308189,No,No,No,No
300448,No,No,No,No
311944,No,No,No,No
9550,No,No,No,No
18198179,No,No,No,No
7400,No,Yes,No,No
309289,No,No,No,No
18365872,No,No,No,No
9050,Yes,Yes,No,No
18366011,No,No,No,No
305720,No,No,No,No
4036,Yes,No,No,No
5658,No,No,No,No
5659,No,No,No,No
18265677,Yes,No,No,No
309998,Yes,No,No,No
18201995,No,No,No,No
306245,Yes,Yes,No,No
306168,No,No,No,No
18365996,No,No,No,No
311448,No,No,No,No
303350,Yes,No,No,No
18378056,Yes,No,No,No
9513,No,No,No,No
18303704,No,Yes,No,No
308111,No,Yes,No,No
312922,No,No,No,No
3918,No,No,No,No
308784,No,Yes,No,No
2316,No,No,No,No
2315,No,No,No,No
313307,No,No,No,No
301208,No,No,No,No
18386203,No,No,No,No
18258507,No,No,No,No
313091,No,No,No,No
313381,No,No,No,No
301201,No,Yes,No,No
309496,No,No,No,No
2297,No,No,No,No
305003,No,No,No,No
306310,No,Yes,No,No
18332058,No,Yes,No,No
18128895,No,No,No,No
312747,No,No,No,No
6128,No,No,No,No
304994,No,No,No,No
313132,No,No,No,No
18423095,No,No,No,No
18378024,No,No,No,No
313508,No,Yes,No,No
301213,No,No,No,No
8293,No,No,No,No
309495,No,No,No,No
305565,No,No,No,No
309489,No,No,No,No
3772,No,No,No,No
301204,No,No,No,No
18421495,No,No,No,No
306656,No,No,No,No
18126085,No,No,No,No
308942,No,No,No,No
309254,No,No,No,No
301417,No,No,No,No
301203,No,Yes,No,No
18014143,No,No,No,No
309793,No,Yes,No,No
6131,No,No,No,No
309498,No,No,No,No
1274,Yes,No,No,No
18431416,No,No,No,No
309481,No,No,No,No
301207,No,No,No,No
18409201,No,No,No,No
308938,No,No,No,No
18282453,No,No,No,No
18434966,No,No,No,No
18349764,No,No,No,No
18421474,No,No,No,No
18377904,No,No,No,No
18421482,No,No,No,No
18433869,No,No,No,No
18376495,No,No,No,No
309483,No,No,No,No
18217428,No,No,No,No
18323446,No,Yes,No,No
18423892,No,No,No,No
18432000,No,No,No,No
18261956,No,No,No,No
18378017,No,No,No,No
18126099,No,No,No,No
18423101,No,No,No,No
18376513,No,No,No,No
18432218,No,No,No,No
18255168,No,No,No,No
18384143,No,No,No,No
18222598,No,No,No,No
18431979,No,No,No,No
313225,No,No,No,No
18423103,No,No,No,No
308940,No,No,No,No
18433871,No,No,No,No
308928,No,No,No,No
18469838,No,No,No,No
18458342,No,No,No,No
18382338,No,Yes,No,No
17977751,Yes,No,No,No
18382373,No,No,No,No
18485936,Yes,No,No,No
18415370,No,No,No,No
18363216,No,No,No,No
18472689,No,No,No,No
18385727,No,No,No,No
18414508,No,No,No,No
9571,No,No,No,No
313491,No,No,No,No
18260714,No,No,No,No
310344,No,Yes,No,No
9875,No,No,No,No
18396161,No,Yes,No,No
9572,No,Yes,No,No
18371289,No,Yes,No,No
18356840,No,No,No,No
303784,No,Yes,No,No
9906,No,No,No,No
305581,No,Yes,No,No
9588,No,No,No,No
312798,No,No,No,No
18361738,No,Yes,No,No
9579,No,No,No,No
309816,No,Yes,No,No
307283,No,Yes,No,No
311150,Yes,Yes,No,No
18294237,No,No,No,No
18455557,No,Yes,No,No
18425773,No,No,No,No
310358,No,No,No,No
18425161,No,No,No,No
308704,No,Yes,No,No
18323603,No,No,No,No
18025089,No,No,No,No
18264993,No,Yes,No,No
18429151,No,No,No,No
18429161,No,No,No,No
18425781,No,No,No,No
18446391,No,Yes,No,No
18481310,No,Yes,No,No
18425777,No,Yes,No,No
18429157,No,No,No,No
18265712,No,No,No,No
9599,No,No,No,No
18425148,No,No,No,No
18265724,No,Yes,No,No
18458659,No,No,No,No
18424905,No,Yes,No,No
18410302,No,No,No,No
7856,No,Yes,No,No
18365894,No,Yes,No,No
18441523,Yes,Yes,No,No
18400728,No,Yes,No,No
310345,No,No,No,No
9596,No,Yes,No,No
302577,No,Yes,No,No
18334458,No,Yes,No,No
4847,No,Yes,No,No
2601,No,No,No,No
3490,No,No,No,No
18349930,No,No,No,No
7735,No,No,No,No
301239,No,Yes,No,No
7861,No,No,No,No
491,No,Yes,No,No
553,No,No,No,No
18426285,No,Yes,No,No
18345810,No,Yes,No,No
7906,No,No,No,No
311593,No,No,No,No
18466740,Yes,No,No,No
1533,No,No,No,No
9529,No,No,No,No
311466,No,No,No,No
5358,No,No,No,No
301532,No,No,No,No
18336529,No,No,No,No
301530,No,No,No,No
18317975,No,No,No,No
18469935,No,No,No,No
300874,No,Yes,No,No
18357561,No,No,No,No
18445793,No,No,No,No
18458348,No,No,No,No
18449646,No,No,No,No
18445784,No,No,No,No
18378861,No,No,No,No
301677,No,No,No,No
8537,No,No,No,No
18268367,No,Yes,No,No
18244534,No,No,No,No
8517,No,No,No,No
310653,No,Yes,No,No
312479,No,No,No,No
18222593,No,No,No,No
2012,No,No,No,No
6265,No,No,No,No
9829,No,No,No,No
311949,No,No,No,No
18421027,No,No,No,No
304957,No,No,No,No
305948,No,No,No,No
306113,No,No,No,No
305987,No,Yes,No,No
4935,No,No,No,No
313265,No,No,No,No
18414470,No,Yes,No,No
18377903,No,Yes,No,No
300729,No,Yes,No,No
9850,No,No,No,No
4939,No,Yes,No,No
18416369,No,No,No,No
311194,No,Yes,No,No
1205,No,No,No,No
305949,No,No,No,No
18400760,No,No,No,No
18372696,No,Yes,No,No
9849,No,Yes,No,No
305298,No,No,No,No
18451584,No,Yes,No,No
18291212,No,No,No,No
6072,No,No,No,No
308253,No,No,No,No
18354257,No,Yes,No,No
6095,No,No,No,No
305942,No,No,No,No
18208895,No,No,No,No
309190,No,Yes,No,No
18472702,No,No,No,No
311331,No,No,No,No
18418242,No,No,No,No
18365372,No,Yes,No,No
18415367,No,Yes,No,No
18382755,No,No,No,No
312385,No,Yes,No,No
18345730,No,Yes,No,No
312639,No,No,No,No
18381652,No,No,No,No
18440186,No,No,No,No
18421464,No,No,No,No
18440394,No,No,No,No
18441680,No,No,No,No
6122,No,Yes,No,No
584,No,Yes,No,No
4725,No,Yes,No,No
18070486,No,Yes,No,No
3943,No,No,No,No
3246,Yes,No,No,No
4380,No,No,No,No
6600,Yes,No,No,No
3937,Yes,No,No,No
3235,Yes,No,No,No
306815,Yes,No,No,No
5869,No,No,No,No
18273623,No,No,No,No
2997,No,No,No,No
3371,No,No,No,No
3003,Yes,No,No,No
3004,No,No,No,No
3744,No,Yes,No,No
9996,No,No,No,No
2999,Yes,Yes,No,No
9929,No,No,No,No
3002,No,Yes,No,No
5899,No,No,No,No
2995,No,No,No,No
9316,No,No,No,No
311766,Yes,No,No,No
3493,No,No,No,No
18027962,No,No,No,No
1407,No,No,No,No
1917,No,No,No,No
3497,No,No,No,No
3494,Yes,No,No,No
18222557,Yes,No,No,No
1397,No,Yes,No,No
18346857,No,No,No,No
6222,No,No,No,No
5727,No,No,No,No
776,Yes,Yes,No,No
305604,No,Yes,No,No
18391309,No,No,No,No
18255171,Yes,No,No,No
313280,No,No,No,No
18279453,No,No,No,No
9315,No,Yes,No,No
18438416,No,Yes,No,No
303753,Yes,Yes,No,No
7515,No,Yes,No,No
308195,Yes,Yes,No,No
306088,No,No,No,No
307223,No,No,No,No
18472648,Yes,No,No,No
658,No,No,No,No
304931,Yes,No,No,No
18277165,Yes,No,No,No
1819,No,No,No,No
6203,No,No,No,No
5840,No,No,No,No
307695,No,No,No,No
307693,No,No,No,No
301654,No,No,No,No
307696,No,No,No,No
6202,No,No,No,No
300888,No,No,No,No
307694,No,No,No,No
311470,Yes,No,No,No
307692,No,No,No,No
4924,Yes,No,No,No
302742,No,No,No,No
18471330,No,No,No,No
6269,No,No,No,No
18423145,No,No,No,No
18444040,No,No,No,No
18391691,No,No,No,No
1188,Yes,Yes,No,No
7353,No,No,No,No
7365,No,No,No,No
303851,Yes,No,No,No
9097,No,No,No,No
7317,No,No,No,No
311067,No,No,No,No
305201,No,No,No,No
18312458,No,Yes,No,No
7332,No,No,No,No
305180,No,No,No,No
4312,No,No,No,No
18356811,No,No,No,No
7315,Yes,No,No,No
9145,Yes,No,No,No
18025111,No,No,No,No
303958,No,No,No,No
4311,Yes,No,No,No
7309,No,No,No,No
7307,Yes,No,No,No
4315,No,No,No,No
305151,No,No,No,No
7366,Yes,No,No,No
9141,No,No,No,No
18333396,No,No,No,No
7363,No,No,No,No
305181,No,No,No,No
18403469,No,No,No,No
18416845,No,No,No,No
302475,No,No,No,No
18489805,No,No,No,No
302473,No,No,No,No
18361932,No,Yes,No,No
18414467,No,No,No,No
18358665,No,No,No,No
18427203,No,No,No,No
18358663,No,No,No,No
18489807,No,No,No,No
305183,No,No,No,No
305153,No,No,No,No
18372674,No,No,No,No
18356797,No,No,No,No
18414511,No,No,No,No
18408033,No,No,No,No
18358661,No,No,No,No
18180072,No,No,No,No
18311961,No,No,No,No
18416830,No,No,No,No
18357534,No,No,No,No
18356819,No,No,No,No
18356795,No,No,No,No
18357529,No,No,No,No
311666,No,No,No,No
18357541,No,No,No,No
312970,No,No,No,No
305190,No,No,No,No
303149,No,No,No,No
18168164,No,No,No,No
18489540,No,No,No,No
18268344,No,No,No,No
309219,No,No,No,No
9129,No,No,No,No
18358657,No,No,No,No
312972,No,No,No,No
18415377,No,No,No,No
18489534,No,No,No,No
18313112,Yes,No,No,No
18416842,No,No,No,No
7362,No,No,No,No
305189,No,No,No,No
3286,Yes,No,No,No
4374,Yes,No,No,No
4373,Yes,No,No,No
18232577,No,No,No,No
18317502,No,No,No,No
18410770,No,No,No,No
18303701,No,No,No,No
18272391,No,No,No,No
18422748,No,No,No,No
18424643,No,No,No,No
18481209,No,No,No,No
304280,No,No,No,No
18272389,No,No,No,No
18261164,No,No,No,No
18391757,No,No,No,No
18273526,No,No,No,No
309101,No,No,No,No
18446419,No,No,No,No
18424639,No,No,No,No
18446411,No,No,No,No
18424646,No,No,No,No
18261162,No,No,No,No
18273530,No,No,No,No
18446424,No,No,No,No
18272385,No,No,No,No
18424635,No,No,No,No
18272376,No,No,No,No
18368943,No,No,No,No
308286,No,Yes,No,No
18261723,No,No,No,No
18463424,No,No,No,No
650,No,No,No,No
1037,Yes,Yes,No,No
6377,No,No,No,No
311609,No,No,No,No
18175252,No,Yes,No,No
309448,No,Yes,No,No
2863,No,No,No,No
5135,No,Yes,No,No
300828,No,No,No,No
18238307,No,Yes,No,No
1040,Yes,Yes,No,No
18285199,No,No,No,No
303423,No,Yes,No,No
18354972,No,Yes,No,No
18332076,No,Yes,No,No
1406,No,No,No,No
308444,No,Yes,No,No
309452,No,Yes,No,No
310312,No,Yes,No,No
305162,No,Yes,No,No
18471299,No,No,No,No
4855,No,Yes,No,No
18272382,No,Yes,No,No
313398,No,Yes,No,No
307746,No,Yes,No,No
3043,No,Yes,No,No
301190,No,Yes,No,No
18233599,Yes,Yes,No,No
1036,Yes,Yes,No,No
310665,No,Yes,Yes,No
18322671,No,Yes,Yes,No
18353692,No,Yes,No,No
18365877,No,Yes,No,No
310848,No,Yes,No,No
18398602,No,Yes,No,No
18376472,No,Yes,No,No
18455531,No,Yes,No,No
18208912,No,Yes,No,No
2586,No,Yes,No,No
301722,No,Yes,No,No
18285729,No,Yes,No,No
305526,No,Yes,No,No
18357542,No,Yes,No,No
18291199,No,Yes,No,No
5726,No,Yes,No,No
302922,No,No,No,No
7658,No,No,No,No
18286490,No,Yes,No,No
7654,No,No,No,No
18254534,Yes,Yes,No,No
9100,No,No,No,No
6475,No,No,No,No
300302,No,No,No,No
304302,No,Yes,No,No
306166,No,Yes,No,No
18345755,No,No,No,No
9751,No,No,No,No
2867,No,Yes,No,No
8346,No,Yes,No,No
305871,No,Yes,No,No
18425151,No,Yes,No,No
998,Yes,Yes,No,No
452,Yes,No,No,No
18163892,Yes,Yes,No,No
18432219,No,Yes,No,No
18458339,No,Yes,No,No
18375421,No,Yes,No,No
209,No,No,No,No
18428394,No,Yes,No,No
1030,No,Yes,No,No
7661,No,Yes,No,No
6179,No,Yes,No,No
18446475,No,Yes,No,No
311161,No,Yes,No,No
313206,Yes,Yes,No,No
18334452,No,Yes,No,No
18253111,No,Yes,No,No
18219545,No,Yes,No,No
18348970,No,Yes,No,No
18334465,No,Yes,No,No
18272370,No,Yes,No,No
311846,No,No,No,No
311432,No,No,No,No
304972,No,No,No,No
18356812,No,No,No,No
18294392,No,No,No,No
308489,No,No,No,No
313175,Yes,Yes,No,No
301842,No,No,No,No
311378,No,Yes,No,No
301830,No,No,No,No
18323144,No,No,No,No
311377,No,No,No,No
301848,No,No,No,No
307998,No,No,No,No
5940,No,No,No,No
301826,No,No,No,No
312923,No,No,No,No
301817,No,No,No,No
301820,No,Yes,No,No
18460315,No,No,No,No
301809,No,No,No,No
18368012,No,No,No,No
18429423,No,Yes,No,No
6180,No,No,No,No
301108,No,No,No,No
8105,No,No,No,No
313185,No,Yes,No,No
8109,No,No,No,No
304267,No,No,No,No
313351,No,Yes,No,No
309227,Yes,Yes,No,No
18285695,No,No,No,No
18146358,No,No,No,No
312715,Yes,No,No,No
311245,No,Yes,No,No
6173,No,No,No,No
301353,No,No,No,No
300957,No,No,No,No
312703,No,No,No,No
6183,No,No,No,No
301037,No,No,No,No
8069,No,No,No,No
306107,Yes,Yes,No,No
308359,No,No,No,No
18260604,No,No,No,No
6185,No,No,No,No
304259,No,No,No,No
300959,No,Yes,No,No
18238249,No,Yes,No,No
309346,No,No,No,No
307306,No,Yes,No,No
18203881,No,Yes,No,No
18138441,No,No,No,No
8531,No,No,No,No
18267785,No,Yes,No,No
8110,No,No,No,No
18281964,No,No,No,No
2932,No,Yes,No,No
6182,No,No,No,No
18324529,No,Yes,No,No
308237,No,Yes,No,No
311894,No,No,No,No
300960,No,No,No,No
308222,No,No,No,No
18258510,No,No,No,No
308526,No,No,No,No
301118,No,Yes,No,No
309551,No,Yes,No,No
9736,Yes,No,No,No
18022625,No,Yes,No,No
18420679,No,No,No,No
301361,No,Yes,No,No
312991,No,No,No,No
18277153,No,Yes,No,No
18273548,No,No,No,No
18399818,No,Yes,No,No
8062,No,No,No,No
304254,No,No,No,No
18469823,No,No,No,No
18057803,No,No,No,No
18208900,No,No,No,No
18420694,No,No,No,No
18438463,No,No,No,No
18317329,No,No,No,No
18442896,No,No,No,No
18494989,No,No,No,No
18432170,No,No,No,No
18489526,No,No,No,No
18375372,No,No,No,No
8108,No,No,No,No
6237,No,No,No,No
311993,No,No,No,No
18479003,No,No,No,No
18472612,No,No,No,No
18357972,No,No,No,No
18375388,No,No,No,No
18292453,No,No,No,No
18421494,No,No,No,No
8033,No,No,No,No
18360957,No,No,No,No
18281993,No,No,No,No
18282003,No,No,No,No
18421492,No,No,No,No
6190,No,No,No,No
2017,No,Yes,No,No
308812,No,Yes,No,No
308848,No,No,No,No
301056,No,No,No,No
301692,No,Yes,No,No
18265707,No,No,No,No
18368006,No,No,No,No
18225277,No,No,No,No
2936,No,Yes,No,No
18291201,No,No,No,No
3854,No,Yes,No,No
308831,No,No,No,No
301062,No,No,No,No
5186,No,No,No,No
3851,No,No,No,No
305357,No,No,No,No
2019,No,No,No,No
305370,Yes,Yes,No,No
301053,No,Yes,No,No
308844,No,No,No,No
308839,No,No,No,No
18440191,No,No,No,No
18203185,No,Yes,No,No
301047,No,No,No,No
312492,No,Yes,No,No
4672,No,Yes,No,No
311336,No,Yes,No,No
18379056,No,No,No,No
18440185,No,No,No,No
18440429,No,No,No,No
2942,No,Yes,No,No
301103,No,No,No,No
18292451,No,No,No,No
9740,Yes,No,No,No
301106,No,No,No,No
6225,No,No,No,No
301120,No,No,No,No
307850,No,No,No,No
18292449,No,No,No,No
301116,No,No,No,No
8462,No,No,No,No
309599,No,Yes,No,No
309499,No,No,No,No
300958,No,No,No,No
301105,No,No,No,No
311228,No,No,No,No
6226,No,No,No,No
311229,No,No,No,No
306555,Yes,No,No,No
301110,No,No,No,No
304986,No,Yes,No,No
311256,No,No,No,No
307847,No,No,No,No
18376492,No,No,No,No
6216,No,No,No,No
313360,No,No,No,No
18490756,No,No,No,No
18375376,No,No,No,No
18089212,No,No,No,No
18375395,No,No,No,No
18237719,No,No,No,No
18082236,No,No,No,No
18375383,No,No,No,No
309979,No,No,No,No
18025093,No,No,No,No
307990,No,No,No,No
309517,No,No,No,No
18489842,No,No,No,No
18350159,No,No,No,No
18375201,No,No,No,No
18025127,No,No,No,No
18478990,No,No,No,No
18433297,No,No,No,No
18472695,No,No,No,No
18415339,No,No,No,No
311683,No,No,No,No
313073,No,No,No,No
18415338,No,No,No,No
18168122,No,No,No,No
18478992,No,No,No,No
18168124,No,No,No,No
18414506,No,No,No,No
18409207,No,No,No,No
6341,No,No,No,No
1951,Yes,Yes,No,No
250,No,No,No,No
312753,No,No,No,No
312983,No,No,No,No
18492029,No,No,No,No
18489541,No,No,No,No
18486862,No,No,No,No
18492025,No,No,No,No
18352672,No,No,No,No
18489825,No,No,No,No
18340302,No,Yes,No,No
18489819,No,No,No,No
18175297,No,No,No,No
18034037,No,No,No,No
18175282,No,No,No,No
18489532,No,No,No,No
18277178,No,No,No,No
18408079,No,No,No,No
18232989,No,No,No,No
18492033,No,No,No,No
18489832,No,No,No,No
18467388,Yes,No,No,No
18175299,No,No,No,No
18337908,No,No,No,No
18463608,No,No,No,No
18489836,No,No,No,No
18277163,No,Yes,No,No
18489545,No,No,No,No
18277176,No,No,No,No
18175278,No,No,No,No
18489808,No,No,No,No
18446867,No,No,No,No
18486879,No,No,No,No
18489852,No,No,No,No
18489804,No,No,No,No
18489802,No,No,No,No
3207,No,Yes,No,No
4752,Yes,No,No,No
4830,No,Yes,No,No
4341,Yes,Yes,No,No
307237,No,No,No,No
18260028,Yes,No,No,No
18317481,Yes,No,No,No
18317473,Yes,No,No,No
18317479,Yes,No,No,No
18317476,Yes,No,No,No
18317483,No,No,No,No
312576,No,Yes,Yes,No
5347,No,No,No,No
300945,No,Yes,No,No
300934,No,No,No,No
3223,No,No,No,No
307554,No,Yes,No,No
967,No,Yes,No,No
6196,No,No,No,No
18381220,No,Yes,No,No
2491,No,No,No,No
1041,No,No,No,No
982,No,No,No,No
18352186,No,No,No,No
9380,No,No,No,No
1303,Yes,Yes,No,No
18168462,No,No,No,No
311734,No,Yes,No,No
2291,No,No,No,No
9427,No,No,No,No
5874,No,No,No,No
3375,No,No,No,No
312353,No,No,No,No
180,No,Yes,No,No
18057822,No,No,No,No
6607,No,No,No,No
18247031,Yes,Yes,No,No
18264447,No,Yes,No,No
300911,No,No,No,No
4090,No,No,No,No
5729,No,No,No,No
309704,No,No,No,No
964,Yes,No,No,No
307333,No,No,No,No
5765,No,No,No,No
18037821,No,No,No,No
18400738,Yes,No,No,No
307730,No,No,No,No
305251,No,No,No,No
312087,No,No,No,No
18070503,No,No,No,No
18454460,No,Yes,No,No
18419902,No,No,No,No
307356,No,No,No,No
8580,No,No,No,No
18324914,No,No,No,No
300473,No,No,No,No
306250,No,No,No,No
18356784,No,No,No,No
8373,No,Yes,No,No
308101,No,No,No,No
8840,No,Yes,No,No
18228870,No,No,No,No
7066,No,Yes,No,No
305479,No,No,No,No
8845,No,No,No,No
7509,Yes,No,No,No
302715,Yes,Yes,No,No
18241509,No,No,No,No
18277003,No,Yes,No,No
7547,No,Yes,No,No
301236,No,No,No,No
18082630,Yes,Yes,No,No
7548,No,No,No,No
310419,No,Yes,No,No
4634,No,No,No,No
18228874,No,No,No,No
18433904,No,No,No,No
312145,No,No,No,No
304585,No,No,No,No
312916,No,No,No,No
313006,No,No,No,No
305861,No,No,No,No
9026,No,No,No,No
309178,No,No,No,No
18249097,No,No,No,No
308880,No,No,No,No
18382113,No,No,No,No
18241861,Yes,No,No,No
310162,No,No,No,No
303589,No,No,No,No
311459,No,Yes,No,No
9053,No,Yes,No,No
312893,No,No,No,No
18273640,No,Yes,No,No
308130,No,No,No,No
5663,No,No,No,No
18247005,No,No,No,No
18449827,No,No,No,No
18342574,No,No,No,No
18391689,No,No,No,No
304573,No,No,No,No
304586,No,No,No,No
18449629,No,No,No,No
18451179,No,No,No,No
18451158,No,No,No,No
18451166,No,No,No,No
18238245,No,No,No,No
308110,No,No,No,No
312213,No,No,No,No
18410370,No,No,No,No
18236975,No,No,No,No
18471517,Yes,No,No,No
304469,No,No,No,No
18451144,No,No,No,No
4084,No,No,No,No
310947,No,No,No,No
310989,No,No,No,No
18358295,No,No,No,No
18317756,No,No,No,No
310936,No,No,No,No
308796,No,No,No,No
18460320,No,No,No,No
18241893,No,No,No,No
18363053,No,No,No,No
310997,No,No,No,No
6629,No,No,No,No
302685,No,No,No,No
18241860,No,No,No,No
2920,No,No,No,No
18238281,No,No,No,No
18204485,No,No,No,No
18126086,No,No,No,No
9031,No,No,No,No
18254532,No,No,No,No
18380219,No,Yes,No,No
18258473,No,Yes,No,No
303602,No,No,No,No
18396163,No,No,No,No
18485962,No,No,No,No
18421485,No,No,No,No
18363044,No,No,No,No
18424171,No,No,No,No
18363051,No,No,No,No
18449788,No,No,No,No
18466410,No,No,No,No
18107851,No,No,No,No
18466408,No,No,No,No
18466400,No,No,No,No
18361765,No,No,No,No
18424169,No,No,No,No
18449653,No,No,No,No
18449786,No,No,No,No
18466675,No,No,No,No
18449647,No,No,No,No
18361779,No,No,No,No
18363048,No,No,No,No
310954,No,No,No,No
312413,No,No,No,No
18361767,No,No,No,No
18421473,No,No,No,No
310995,No,No,No,No
18421475,No,No,No,No
18418268,No,No,No,No
18421459,No,No,No,No
18361771,No,No,No,No
18241864,No,No,No,No
18449657,No,No,No,No
18396177,No,No,No,No
18449639,No,No,No,No
18357954,No,No,No,No
310965,No,No,No,No
18418278,No,No,No,No
18449664,No,No,No,No
18480435,No,No,No,No
311009,No,No,No,No
310988,No,No,No,No
18421461,No,No,No,No
310952,No,No,No,No
18449667,No,No,No,No
18449661,No,No,No,No
18449643,No,No,No,No
300791,No,No,No,No
300264,No,No,No,No
18425751,No,No,No,No
7388,No,No,No,No
311485,No,No,No,No
2870,No,No,No,No
18397908,Yes,No,No,No
312765,No,No,No,No
5879,No,Yes,No,No
304621,No,No,No,No
18472788,No,No,No,No
309510,No,No,No,No
300259,No,No,No,No
310430,No,No,No,No
300273,No,No,No,No
7393,No,No,No,No
311451,No,Yes,No,No
7240,No,No,No,No
300268,No,No,No,No
310328,No,No,No,No
309471,No,Yes,No,No
18383522,No,Yes,No,No
18424615,No,No,No,No
18425758,No,No,No,No
18425178,No,No,No,No
18354994,No,No,No,No
18146362,No,No,No,No
18425175,No,No,No,No
18225831,No,No,No,No
18354988,No,No,No,No
18425772,No,No,No,No
18354998,No,No,No,No
18354992,No,No,No,No
309509,No,No,No,No
18423905,No,No,No,No
18357566,No,No,No,No
18425768,No,No,No,No
18025119,No,No,No,No
18472683,No,No,No,No
18425739,No,No,No,No
18468524,No,No,No,No
18354996,No,No,No,No
18229077,No,No,No,No
300275,No,Yes,No,No
9251,No,No,No,No
18471235,No,No,No,No
306695,No,No,No,No
9281,No,No,No,No
18432222,No,No,No,No
18471254,No,No,No,No
18371414,No,No,No,No
306678,No,No,No,No
18371416,No,No,No,No
18361199,No,No,No,No
312620,No,No,No,No
18432206,No,No,No,No
311394,No,No,No,No
18471270,No,No,No,No
313349,No,No,No,No
18359302,No,No,No,No
18352287,No,No,No,No
9262,No,No,No,No
18469981,No,No,No,No
18349922,No,No,No,No
18432214,No,No,No,No
310357,No,No,No,No
18429155,No,No,No,No
18471319,No,No,No,No
18471263,No,No,No,No
18432200,Yes,No,No,No
18430911,No,No,No,No
18354672,No,No,No,No
18352275,No,No,No,No
303500,No,No,No,No
18431998,No,No,No,No
18430900,No,No,No,No
18313125,No,No,No,No
18430579,No,No,No,No
8957,No,No,No,No
9635,No,No,No,No
18352288,No,No,No,No
18349914,No,No,No,No
18430569,Yes,No,No,No
18361211,No,No,No,No
18471287,No,No,No,No
304393,No,No,No,No
18361217,No,No,No,No
5483,No,No,No,No
9271,No,No,No,No
304610,No,No,No,No
303537,No,No,No,No
18430576,No,No,No,No
304405,No,No,No,No
18471313,No,No,No,No
306710,No,No,No,No
18430570,No,No,No,No
303497,No,No,No,No
18270343,No,No,No,No
18361200,No,No,No,No
18261678,No,No,No,No
18317507,No,No,No,No
9269,No,No,No,No
18363067,No,No,No,No
18371421,No,No,No,No
304809,No,No,No,No
304769,No,No,No,No
304803,No,No,No,No
18261151,No,No,No,No
18464636,No,No,No,No
18017260,No,No,No,No
304753,No,No,No,No
18464641,No,No,No,No
304822,No,No,No,No
18312665,No,No,No,No
9181,No,No,No,No
18435332,No,No,No,No
18261710,No,No,No,No
18312662,No,No,No,No
18322599,No,No,No,No
9226,No,No,No,No
18434072,No,No,No,No
305699,No,No,No,No
9194,No,No,No,No
304888,No,No,No,No
306177,No,No,No,No
18261708,No,No,No,No
9173,No,No,No,No
304831,No,No,No,No
9176,No,No,No,No
18233572,No,No,No,No
18464649,No,No,No,No
18375389,No,No,No,No
18466387,No,No,No,No
304782,No,No,No,No
18261719,No,No,No,No
18466389,No,No,No,No
18378051,No,No,No,No
7484,No,No,No,No
18464634,No,No,No,No
18464647,No,No,No,No
18371391,No,No,No,No
18017240,No,No,No,No
18464640,No,No,No,No
18261161,No,No,No,No
18464638,No,No,No,No
302694,No,No,No,No
18358184,No,Yes,Yes,No
8715,No,No,No,No
641,No,No,No,No
308033,No,No,No,No
307099,No,No,No,No
18312575,No,No,No,No
18312652,No,No,No,No
310666,No,No,No,No
7434,No,No,No,No
305859,No,No,No,No
308037,No,No,No,No
18435837,No,Yes,No,No
18441658,No,No,No,No
558,No,No,No,No
300485,No,No,No,No
7416,No,No,No,No
301927,No,No,No,No
18288199,Yes,No,No,No
301931,No,No,No,No
311385,No,Yes,No,No
18175322,No,No,No,No
7419,No,No,No,No
9280,No,No,No,No
18241874,No,No,No,No
303250,No,No,No,No
313163,No,No,No,No
18398504,No,No,No,No
301932,No,No,No,No
18312572,No,No,No,No
18371399,No,No,No,No
18431177,No,No,No,No
18371405,No,No,No,No
312926,No,No,No,No
18349241,No,No,No,No
18431181,No,No,No,No
18431187,No,No,No,No
18393288,No,No,No,No
8718,No,No,No,No
